# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.012674858927192,1.099702761390114,-45.4527247900135,0,3.0,2722.5318478395825,180.0,0.0,0.0
 0.00833209616090387,2.012747909891795,1.099628546776705,-45.4527247900135,0.024996288482711612,3.0,2722.5318478395825,180.0,3982.535176958027,0.0
 0.01576756771751287,2.0130064910192282,1.0995551772732466,-15.840697758547293,0.04730270315253862,3.000000000000001,317.74425172517266,180.0,855.8712950659005,0.0
 0.023401496108487314,2.013449107371666,1.0994826402407545,-9.307037580123653,0.07020448832546194,2.9999999999999996,89.46915601574925,180.0,358.9242675805197,0.0
 0.03109878752503691,2.0140742640112803,1.0994109230402442,-6.544292896084769,0.09329636257511072,2.9999999999999982,36.826509474711344,180.0,196.6710978443178,0.0
 0.038815944546518426,2.014880466000243,1.0993400130327318,-5.026551152433012,0.11644783363955527,3.0000000000000004,18.603456364115168,180.0,124.11095845334435,0.0
 0.04653499899685172,2.0158662184007277,1.0992698975792328,-4.0685319062485945,0.13960499699055515,2.999999999999999,10.681712421457227,180.0,85.4730017250296,0.0
 0.054247153570625976,2.0170300262749064,1.0992005640407627,-3.4093509050606925,0.16274146071187792,3.000000000000001,6.695096004963427,180.0,62.46876698410724,3.690933363583019e-12
 0.06194756607626203,2.0183703946849514,1.099131999778337,-2.9283156305646085,0.18584269822878605,2.9999999999999964,4.472692488996713,180.00000000000003,47.66506169336668,-3.697966417157615e-12
 0.0696333333938165,2.0198858286930355,1.0990641921529722,-2.5619730572125134,0.20890000018144947,3.000000000000001,3.1364225722377332,180.0,37.576097366992045,0.0
 0.07730259692746504,2.0215748333613317,1.098997128525683,-2.2737920639390143,0.23190779078239507,2.9999999999999982,2.2847670501202364,180.0,30.390229482455492,0.0
 0.08495410272238905,2.0234359137520124,1.0989307962574857,-2.0412610469449355,0.2548623081671671,2.9999999999999964,1.7162740005688926,180.0,25.08981282188471,0.0
 0.09258696727903373,2.02546757492725,1.0988651827093954,-1.8497539039239224,0.2777609018371011,2.9999999999999982,1.322240094338935,180.0,21.06729195368856,0.0
 0.10020054473928906,2.027668321949217,1.0988002752424286,-1.6893564447567007,0.3006016342178671,3.0000000000000018,1.0404631915176337,180.0,17.94167687447426,3.742750507573036e-12
 0.10779434757837648,2.0300366598800865,1.0987360612176005,-1.553110887969329,0.3233830427351294,3.0000000000000036,0.833585509117251,180.00000000000003,15.464181770844174,-3.752709849647994e-12
 0.11536799717270096,2.0325710937820305,1.0986725279959266,-1.435990593974015,0.34610399151810284,2.9999999999999982,0.6782408434672756,180.0,13.466737554661178,0.0
 0.12292119185282892,2.0352701287172215,1.0986096629384228,-1.3342737035174688,0.3687635755584867,3.0000000000000018,0.5593003109814909,180.0,11.832473535103242,0.0
 0.13045368560630324,2.038132269747832,1.0985474534061048,-1.2451456705261534,0.3913610568189097,3.0000000000000018,0.46667218875497046,180.0,10.47807077012977,0.0
 0.1379652734934451,2.041156021936035,1.0984858867599885,-1.1664387210486316,0.41389582048033524,3.0,0.39344778893154464,180.0,9.342826867382083,-3.794363439590259e-12
 0.1454557814226152,2.0443398903440038,1.0984249503610888,-1.0964562023176425,0.43636734426784557,3.0,0.33478834831181914,179.99999999999997,8.38166525790446,3.805148460068563e-12
 0.15292505883154234,2.0476823800339092,1.098364631570422,-1.0338512193575873,0.45877517649462696,2.9999999999999964,0.28723564273766977,180.0,7.560542404547982,0.0
 0.1603729733512277,2.0511819960679247,1.0983049177490039,-0.9775409458060575,0.48111892005368295,2.9999999999999925,0.2482731179921114,180.0,6.853356769000243,0.0
 0.167799406850533,2.0548372435082234,1.0982457962578496,-0.9266449475140635,0.5033982205515989,3.0000000000000036,0.21603956902588003,180.0,6.239823279006183,0.0
 0.17520425246025384,2.058646627416977,1.0981872544579754,-0.8804400195010805,0.5256127573807614,2.9999999999999964,0.18913819909973573,180.0,5.703983322012338,3.849531912205193e-12
 0.18258741230373796,2.0626086528563583,1.0981292797103965,-0.838326598890096,0.5477622369112137,2.9999999999999964,0.1665067318138079,180.00000000000003,5.2331419715272665,-3.860919575448762e-12
 0.1899487957449096,2.06672182488854,1.098071859376129,-0.7998034342355947,0.5698463872347287,3.0,0.14732746692025844,180.0,4.8170978986917135,-3.872419534045824e-12
 0.19728831802045954,2.070984648575694,1.0980149808161876,-0.7644482369046421,0.5918649540613785,3.000000000000004,0.1309639566755406,179.99999999999997,4.447577353935832,0.0
 0.2046058991608819,2.075395628979994,1.0979586313915892,-0.7319027287389117,0.6138176974826456,3.0,0.11691576415039995,179.99999999999997,4.117812613186895,7.791504411725617e-12
 0.21190146313120617,2.079953271163612,1.0979027984633491,-0.7018609634015985,0.6357043893936184,3.0,0.10478568822404463,180.00000000000003,3.822224269780923,-3.907583830446348e-12
 0.21917493714063196,2.0846560801887213,1.0978474693924827,-0.6740601145171505,0.6575248114218958,3.0,0.0942557168273033,180.0,3.5561790830169167,0.0
 0.2264262510832821,2.089502561117493,1.097792631540006,-0.6482731435499092,0.6792787532498462,3.000000000000004,0.08506918520529612,180.0,3.3158035309431066,0.0
 0.2336553370817006,2.0944912190121006,1.0977382722669344,-0.6243029146708617,0.7009660112451017,2.999999999999996,0.07701737821520734,180.0,3.0978388951436484,0.0
